id,Age,Department,JobRole,Gender,Attrition,MonthlyIncome,PerformanceRating,YearsAtCompany
523,42,Research & Development,Laboratory Technician,Male,0,5257,4,10
524,34,Sales,Sales Executive,Female,0,5155,3,6
525,39,Sales,Manufacturing Director,Female,0,9738,3,2
526,31,Research & Development,Manufacturing Director,Female,0,9278,3,4
527,38,Research & Development,Laboratory Technician,Female,0,2644,3,5
528,35,Research & Development,Human Resources,Male,0,3131,3,3
529,37,Research & Development,Laboratory Technician,Male,1,2099,3,11
530,46,Research & Development,Healthcare Representative,Female,0,5207,3,9
531,23,Unknown,Sales Representative,Male,0,2823,4,1
532,28,Research & Development,Research Scientist,Female,1,2319,4,5
533,44,Research & Development,Research Scientist,Female,0,4084,4,4
535,22,Research & Development,Laboratory Technician,Male,0,3688,3,2
536,24,Sales,Sales Executive,Female,0,4614,3,5
537,29,Research & Development,Laboratory Technician,Male,1,4197,3,8
538,34,Research & Development,Manufacturing Director,Female,0,6162,3,3
539,39,Sales,Sales Executive,Male,1,9724,3,9
540,28,Research & Development,Laboratory Technician,Male,0,2267,3,3
541,22,Research & Development,Laboratory Technician,Female,0,2694,3,1
542,48,Research & Development,Laboratory Technician,Male,0,4876,3,2
543,24,Human Resources,Research Scientist,Female,1,2836,3,1
544,35,Sales,Sales Executive,Female,0,7441,3,8
545,24,Research & Development,Research Scientist,Male,0,2238,3,3
546,27,Sales,Sales Executive,Male,0,4249,4,3
547,37,Research & Development,Research Scientist,Male,1,6883,3,7
548,27,Sales,Sales Executive,Female,0,6332,3,6
549,38,Research & Development,Laboratory Technician,Male,0,2389,4,12
550,32,Research & Development,Research Scientist,Female,1,3230,3,2
551,39,Sales,Sales Executive,Female,0,10475,3,20
553,31,Sales,Sales Executive,Female,0,6410,3,3
555,59,Research & Development,Healthcare Representative,Female,0,5258,3,3
556,29,Sales,Sales Executive,Female,0,4103,3,10
559,35,Research & Development,Manufacturing Director,Female,0,4450,4,5
560,46,Research & Development,Healthcare Representative,Female,0,12490,3,20
561,26,Research & Development,Research Scientist,Male,0,3660,3,3
562,30,IT,Sales Executive,Male,0,5204,3,7
563,31,Sales,Laboratory Technician,Female,1,2318,3,1
564,37,Research & Development,Manufacturing Director,Female,0,7457,3,6
565,27,Sales,Research Scientist,Male,0,2089,3,5
566,28,Sales,Sales Representative,Female,1,8606,3,7
567,35,Human Resources,Laboratory Technician,Female,1,2694,3,1
568,36,Sales,Sales Executive,Female,0,6385,3,5
569,21,Research & Development,Research Scientist,Female,0,3544,3,1
570,33,Research & Development,Healthcare Representative,Male,0,5063,4,6
571,34,Human Resources,Research Scientist,Female,0,2791,3,5
572,39,Research & Development,Manufacturing Director,Female,0,6861,3,3
573,37,Research & Development,Healthcare Representative,Male,1,6274,4,9
574,22,Research & Development,Laboratory Technician,Male,1,4025,4,3
575,40,Research & Development,Laboratory Technician,Female,0,3690,4,4
576,36,Sales,Sales Executive,Female,0,5647,3,7
577,31,Human Resources,Laboratory Technician,Female,1,4317,3,10
579,48,Research & Development,Research Scientist,Female,0,3420,3,6
581,34,Research & Development,Laboratory Technician,Male,0,2439,3,5
582,32,Sales,Sales Executive,Female,0,5769,3,10
583,28,Research & Development,Research Scientist,Male,0,2044,3,3
584,28,Research & Development,Laboratory Technician,Male,0,2785,3,3
585,24,Sales,Sales Executive,Female,0,4465,3,5
586,38,Sales,Sales Executive,Male,0,6932,3,10
588,43,Research & Development,Laboratory Technician,Male,0,3180,3,5
589,39,Human Resources,Research Scientist,Male,0,5433,3,11
590,38,Human Resources,Research Scientist,Male,0,2370,3,2
591,35,Sales,Sales Executive,Female,0,5258,4,5
592,34,Research & Development,Research Scientist,Male,0,2075,3,1
593,37,Research & Development,Research Scientist,Male,0,2145,3,6
594,46,Research & Development,Laboratory Technician,Male,0,2506,3,2
595,32,Research & Development,Laboratory Technician,Male,0,3743,3,10
596,35,Research & Development,Research Scientist,Male,0,2741,3,3
597,28,Human Resources,Human Resources,Male,0,2778,3,1
598,35,Sales,Sales Executive,Female,0,5296,3,5
599,27,Sales,Sales Executive,Female,0,9985,3,5
601,35,Sales,Sales Executive,Female,0,6782,3,0
602,31,Sales,Sales Representative,Male,1,2496,3,1
603,36,Research & Development,Research Scientist,Male,1,3646,3,1
604,37,Research & Development,Laboratory Technician,Male,0,3196,3,6
605,29,Research & Development,Laboratory Technician,Male,1,2451,3,5
606,35,Human Resources,Healthcare Representative,Male,0,10685,3,7
607,44,Research & Development,Laboratory Technician,Male,0,3633,4,5
608,40,Research & Development,Manufacturing Director,Female,0,5066,3,20
609,33,Research & Development,Manufacturing Director,Female,0,5993,3,7
610,35,Research & Development,Healthcare Representative,Female,0,7510,3,1
611,35,Research & Development,Research Scientist,Female,1,2220,3,1
613,30,Research & Development,Research Scientist,Female,0,5855,3,6
614,33,Sales,Sales Executive,Male,0,4327,3,4
615,29,Research & Development,Healthcare Representative,Male,0,6538,3,6
616,44,Research & Development,Research Scientist,Male,0,4319,3,5
618,19,Sales,Sales Representative,Male,0,2319,3,1
619,32,Research & Development,Manufacturing Director,Female,0,9998,3,3
620,42,Research & Development,Manufacturing Director,Male,0,6861,3,1
621,35,Human Resources,Laboratory Technician,Male,0,2610,3,1
622,44,Research & Development,Healthcare Representative,Male,0,10748,4,20
623,31,Human Resources,Laboratory Technician,Male,0,1261,3,1
624,35,Human Resources,Research Scientist,Female,0,4223,3,11
625,41,Human Resources,Human Resources,Female,0,3102,3,8
626,37,Research & Development,Healthcare Representative,Female,0,5605,3,5
627,35,Research & Development,Laboratory Technician,Male,0,2587,3,4
628,25,Research & Development,Research Scientist,Female,0,3445,3,3
629,25,Research & Development,Research Scientist,Male,1,2935,3,2
630,26,Sales,Sales Executive,Male,0,4105,3,4
631,29,Research & Development,Research Scientist,Female,1,2859,3,4
632,38,Research & Development,Healthcare Representative,Male,0,5405,4,4
633,42,Research & Development,Healthcare Representative,Male,1,10422,3,22
634,31,Research & Development,Research Scientist,Male,0,2559,4,2
635,52,Research & Development,Laboratory Technician,Male,1,2580,3,5
636,49,Research & Development,Manufacturing Director,Male,0,7655,3,8
637,29,IT,Laboratory Technician,Female,0,3691,4,7
638,27,Sales,Sales Executive,Male,0,9526,3,1
639,34,Research & Development,Research Scientist,Female,0,2810,4,10
640,32,Research & Development,Laboratory Technician,Male,0,3069,3,10
641,53,Research & Development,Research Scientist,Male,0,5295,3,6
642,35,Research & Development,Research Scientist,Male,0,3102,3,17
643,27,Research & Development,Manufacturing Director,Female,1,9981,3,4
644,36,Sales,Manufacturing Director,Female,0,4877,3,3
645,41,Research & Development,Healthcare Representative,Male,0,7969,4,8
646,24,Research & Development,Laboratory Technician,Male,1,3140,3,4
647,31,Sales,Laboratory Technician,Male,0,2647,3,5
648,27,Research & Development,Manufacturing Director,Male,0,5770,3,6
649,41,Sales,Sales Representative,Male,0,2821,3,22
650,38,Research & Development,Manufacturing Director,Female,0,5208,3,11
651,30,Sales,Sales Executive,Male,0,7644,3,15
652,50,Sales,Sales Executive,Male,0,10761,3,4
654,38,Sales,Sales Executive,Male,0,5577,3,6
655,37,Research & Development,Research Director,Male,0,12185,3,17
656,19,Sales,Sales Representative,Male,1,1091,3,1
657,39,Sales,Sales Executive,Male,0,5390,3,9
658,31,Human Resources,Research Scientist,Male,0,2660,3,2
660,28,Sales,Sales Executive,Female,1,5304,3,1
661,49,Research & Development,Manufacturing Director,Male,0,5957,4,16
662,29,Research & Development,Research Scientist,Male,0,2272,3,5
663,39,Research & Development,Manufacturing Director,Female,0,9613,3,8
664,21,Research & Development,Research Scientist,Female,1,2694,3,1
665,51,Research & Development,Laboratory Technician,Male,1,2207,4,7
667,46,Research & Development,Manufacturing Director,Male,0,7978,3,2
668,37,Sales,Research Scientist,Male,0,3629,3,8
669,47,Sales,Sales Executive,Male,1,6877,3,8
670,36,Research & Development,Research Scientist,Male,0,4284,3,3
671,31,Sales,Sales Executive,Female,0,5228,4,13
672,36,Research & Development,Research Scientist,Male,0,2559,4,1
674,40,Research & Development,Research Scientist,Male,1,2154,3,4
676,20,Sales,Sales Representative,Male,0,2096,3,1
678,47,Research & Development,Research Scientist,Male,0,13245,3,5
679,29,Research & Development,Manufacturing Director,Female,0,4364,3,2
680,29,Sales,Research Scientist,Male,0,3867,3,2
681,26,Research & Development,Research Scientist,Female,0,2725,3,8
682,21,Research & Development,Research Scientist,Male,0,2936,3,4
683,28,Human Resources,Research Scientist,Male,0,4787,3,3
684,34,Research & Development,Research Scientist,Male,0,2044,4,1
685,27,Research & Development,Healthcare Representative,Male,0,6347,3,8
686,29,Research & Development,Research Scientist,Female,1,2008,3,1
687,35,Research & Development,Laboratory Technician,Male,0,4037,3,9
688,33,Sales,Sales Executive,Male,0,6134,3,14
689,58,Research & Development,Research Scientist,Male,0,2387,3,8
690,44,Research & Development,Laboratory Technician,Female,0,3294,3,6
691,38,Research & Development,Laboratory Technician,Female,0,3067,3,6
692,25,Sales,Manufacturing Director,Male,0,5993,3,6
693,29,Research & Development,Laboratory Technician,Male,0,2313,4,2
694,35,Research & Development,Manufacturing Director,Female,0,4877,4,3
695,37,Research & Development,Healthcare Representative,Male,0,6928,3,7
696,26,Research & Development,Laboratory Technician,Male,0,5772,3,9
697,33,Research & Development,Research Scientist,Female,0,4447,3,7
698,35,Sales,Sales Representative,Female,0,3117,3,3
699,37,Sales,Sales Executive,Male,0,4648,3,1
700,55,Sales,Sales Executive,Female,0,6244,3,6
701,29,Research & Development,Manufacturing Director,Male,0,8722,3,10
702,29,Research & Development,Research Scientist,Female,0,2451,3,3
704,28,Research & Development,Laboratory Technician,Female,0,3629,3,3
705,37,Research & Development,Healthcare Representative,Unknown,0,9715,3,0
707,54,Research & Development,Healthcare Representative,Male,0,10496,3,5
708,26,Research & Development,Research Scientist,Female,0,2559,3,7
709,25,Research & Development,Laboratory Technician,Male,0,2074,3,5
710,44,Research & Development,Manufacturing Director,Female,0,13341,3,22
711,29,Research & Development,Research Scientist,Male,1,2976,3,1
712,31,Research & Development,Research Scientist,Male,0,2886,3,5
714,21,Unknown,Research Scientist,Male,0,1261,3,1
715,19,Research & Development,Laboratory Technician,Male,0,1675,3,1
716,25,Research & Development,Manufacturing Director,Male,0,6146,3,6
717,32,Research & Development,Laboratory Technician,Male,0,2207,3,4
718,35,Research & Development,Research Scientist,Male,0,4941,3,3
719,21,Sales,Sales Representative,Male,0,2321,3,2
720,27,Research & Development,Laboratory Technician,Male,0,2661,3,1
721,37,Research & Development,Manufacturing Director,Male,0,5593,3,6
722,37,Sales,Sales Representative,Female,1,2741,3,3
724,37,Research & Development,Research Scientist,Male,1,2932,3,0
725,49,Research & Development,Laboratory Technician,Male,0,2760,3,8
726,26,Research & Development,Research Scientist,Female,0,3196,3,6
727,34,Sales,Sales Executive,Male,0,5209,3,5
728,21,Sales,Sales Representative,Male,0,2678,3,3
729,35,Human Resources,Human Resources,Male,1,2785,3,1
730,30,Sales,Sales Executive,Male,1,6146,4,10
732,40,Research & Development,Laboratory Technician,Male,0,2070,4,9
733,31,Human Resources,Sales Executive,Female,0,6179,3,9
734,45,Research & Development,Manufacturing Director,Female,0,8853,3,6
736,34,Research & Development,Laboratory Technician,Male,0,3755,3,6
737,31,Sales,Sales Representative,Male,0,2625,3,3
738,27,Research & Development,Research Scientist,Female,0,2244,3,6
739,58,Research & Development,Healthcare Representative,Female,0,8722,3,10
740,35,Research & Development,Research Scientist,Male,0,2886,3,5
741,38,Research & Development,Manufacturing Director,Male,0,5993,3,5
742,39,Sales,Sales Executive,Female,0,12169,4,21
743,45,Research & Development,Laboratory Technician,Female,0,2132,3,3
744,27,Research & Development,Laboratory Technician,Male,0,4834,3,3
745,37,Research & Development,Manufacturing Director,Female,1,4777,3,1
746,19,Research & Development,Laboratory Technician,Female,1,1010,3,1
747,25,Sales,Sales Executive,Female,0,6272,3,5
748,30,Research & Development,Manufacturing Director,Female,0,6162,3,9
749,49,Research & Development,Healthcare Representative,Male,0,7756,3,6
750,40,Research & Development,Healthcare Representative,Female,0,13320,3,22
751,26,Research & Development,Laboratory Technician,Male,0,3669,3,3
752,44,Research & Development,Research Director,Female,0,1859,3,10
753,40,Research & Development,Research Scientist,Female,0,1091,4,1
754,19,Research & Development,Research Scientist,Female,0,2693,3,1
755,35,Research & Development,Healthcare Representative,Male,0,4148,3,5
756,35,Research & Development,Laboratory Technician,Female,0,3955,3,7
757,46,Sales,Sales Executive,Male,0,10453,3,7
758,44,Sales,Sales Executive,Male,0,5175,3,5
759,32,Sales,Sales Executive,Male,0,9071,3,6
760,25,Sales,Sales Representative,Female,0,2014,3,2
761,34,IT,Sales Executive,Male,0,4108,3,14
762,22,Research & Development,Research Scientist,Female,1,2450,3,4
763,39,Research & Development,Research Scientist,Female,0,2580,3,13
764,18,Human Resources,Laboratory Technician,Female,0,2323,4,1
765,45,Sales,Sales Executive,Female,0,8789,3,10
766,35,Research & Development,Laboratory Technician,Male,0,2404,3,1
767,55,Sales,Sales Representative,Male,0,2863,3,1
768,37,Sales,Sales Executive,Female,0,6306,4,13
769,33,Research & Development,Healthcare Representative,Male,0,10938,3,5
771,44,Research & Development,Laboratory Technician,Male,0,3477,3,10
772,43,Research & Development,Research Director,Female,0,13458,3,2
773,29,Research & Development,Research Scientist,Female,0,2662,3,10
774,30,Sales,Sales Executive,Female,0,6804,3,3
775,37,Research & Development,Manufacturing Director,Female,0,4877,4,1
776,35,Sales,Sales Executive,Male,0,5768,4,3
777,26,Research & Development,Laboratory Technician,Male,0,2451,4,1
778,36,IT,Sales Executive,Female,0,5228,3,5
779,38,Sales,Sales Executive,Male,0,5087,3,17
780,37,Research & Development,Healthcare Representative,Male,0,6538,3,10
781,28,Research & Development,Laboratory Technician,Female,0,2387,3,2
782,32,Human Resources,Research Scientist,Female,0,4766,3,14
783,38,IT,Healthcare Representative,Male,0,5208,3,20
784,35,Research & Development,Healthcare Representative,Female,0,4502,3,16
785,35,Human Resources,Laboratory Technician,Male,0,5209,3,10
786,39,Human Resources,Human Resources,Male,0,6347,3,19
787,33,Sales,Sales Representative,Male,0,2180,3,5
788,27,IT,Sales Executive,Male,1,6883,3,2
789,48,Sales,Sales Executive,Male,0,5486,3,9
790,31,Research & Development,Manufacturing Director,Male,0,6384,3,8
791,34,Research & Development,Healthcare Representative,Male,0,5253,3,5
792,29,Sales,Sales Executive,Female,0,6651,3,1
795,36,Sales,Sales Representative,Male,1,2871,3,5
796,27,Sales,Sales Executive,Male,0,4249,3,3
797,36,Research & Development,Research Scientist,Male,0,4805,3,14
798,30,Sales,Laboratory Technician,Male,0,4193,3,9
800,35,Research & Development,Healthcare Representative,Male,0,7005,3,10
801,36,Human Resources,Human Resources,Male,0,8837,3,10
802,46,Sales,Sales Executive,Male,0,5485,3,5
803,36,Sales,Sales Executive,Male,0,6653,3,0
804,36,Research & Development,Laboratory Technician,Male,0,2835,3,1
805,37,Research & Development,Research Director,Male,0,13744,3,16
806,26,Research & Development,Research Scientist,Male,0,2127,3,1
807,35,Research & Development,Laboratory Technician,Female,0,4447,3,10
808,26,Human Resources,Human Resources,Female,0,2844,3,8
809,18,Research & Development,Laboratory Technician,Female,0,2875,3,1
810,29,Research & Development,Manufacturing Director,Male,1,5673,3,10
812,29,Research & Development,Research Scientist,Male,0,2141,3,5
813,32,Research & Development,Manufacturing Director,Male,0,8686,3,8
814,40,Sales,Sales Executive,Male,0,10445,3,20
815,24,Sales,Sales Representative,Female,0,1559,3,0
816,29,Human Resources,Laboratory Technician,Male,0,2899,3,6
817,35,Research & Development,Healthcare Representative,Male,0,4256,3,2
818,36,Sales,Sales Executive,Male,0,5237,3,10
819,28,Research & Development,Research Scientist,Male,0,3539,3,5
821,34,Sales,Sales Executive,Male,0,2642,3,1
822,32,Research & Development,Healthcare Representative,Male,0,5131,3,8
823,30,Research & Development,Research Scientist,Female,0,2911,3,1
824,32,Sales,Sales Executive,Male,0,6439,3,4
825,36,Research & Development,Manufacturing Director,Male,0,6172,3,7
826,51,Human Resources,Research Scientist,Female,0,2662,3,10
827,43,Research & Development,Healthcare Representative,Female,0,13964,3,1
828,37,Sales,Sales Executive,Male,0,10883,3,1
829,35,IT,Sales Representative,Female,1,2304,3,1
830,34,Sales,Sales Executive,Male,0,9208,3,4
831,35,Research & Development,Research Scientist,Male,0,2911,3,3
832,40,Research & Development,Manufacturing Director,Female,0,13570,3,20
833,39,Research & Development,Manufacturing Director,Male,0,9204,3,9
834,46,Sales,Sales Executive,Female,1,9069,3,10
835,38,Sales,Sales Executive,Male,0,4534,4,1
836,28,IT,Research Scientist,Male,0,1859,3,1
837,34,Research & Development,Research Scientist,Male,0,2904,3,2
838,20,Human Resources,Human Resources,Male,0,6272,3,9
839,27,Sales,Sales Executive,Male,0,7094,3,7
840,24,Sales,Sales Executive,Female,0,4539,3,5
841,31,Research & Development,Healthcare Representative,Female,0,6142,3,5
842,34,Research & Development,Research Scientist,Female,0,2356,3,4
843,38,Research & Development,Research Scientist,Female,0,5433,3,4
844,28,Research & Development,Laboratory Technician,Male,0,3989,3,5
845,21,Sales,Sales Representative,Female,0,2780,3,5
846,29,Research & Development,Research Scientist,Unknown,0,2285,3,7
848,28,Research & Development,Research Scientist,Female,0,2694,3,1
849,32,Research & Development,Research Scientist,Female,0,2837,3,1
850,34,Human Resources,Sales Executive,Female,0,7104,3,6
851,34,Unknown,Research Scientist,Male,0,2851,4,6
852,31,Research & Development,Manufacturing Director,Female,0,4332,3,8
853,32,Sales,Sales Executive,Male,0,4037,3,3
854,37,Research & Development,Manufacturing Director,Female,0,5094,3,1
855,32,Research & Development,Research Scientist,Male,1,2956,3,0
856,28,Unknown,Laboratory Technician,Male,0,3221,3,3
857,54,Research & Development,Research Scientist,Male,0,5810,4,13
858,34,Research & Development,Laboratory Technician,Male,0,4025,3,5
859,29,Research & Development,Laboratory Technician,Male,0,2644,3,10
860,36,Research & Development,Research Scientist,Male,0,5770,3,10
861,37,Research & Development,Research Scientist,Male,1,2655,3,10
863,34,Sales,Sales Executive,Male,0,9278,3,8
864,27,Research & Development,Research Scientist,Female,0,2168,3,5
865,42,Research & Development,Research Director,Female,0,14336,3,20
866,28,Sales,Sales Executive,Female,0,5147,3,10
867,44,Research & Development,Research Scientist,Male,0,2342,3,4
868,35,Research & Development,Manufacturing Director,Male,0,5902,3,17
869,55,Research & Development,Research Scientist,Male,0,5957,3,5
870,31,Research & Development,Manufacturing Director,Male,0,5417,4,5
871,40,Research & Development,Manufacturing Director,Male,0,5914,3,18
872,27,Research & Development,Laboratory Technician,Male,0,3633,3,6
873,38,Research & Development,Healthcare Representative,Male,0,10999,4,11
874,38,Human Resources,Research Scientist,Male,0,4108,3,13
875,34,Research & Development,Manufacturing Director,Female,0,9985,4,3
876,56,Research & Development,Research Scientist,Female,0,2774,3,5
877,39,Research & Development,Healthcare Representative,Male,0,7441,3,41
878,35,Sales,Sales Executive,Male,0,4189,3,5
879,36,Research & Development,Manufacturing Director,Female,0,5561,3,5
881,38,Research & Development,Research Scientist,Female,0,2838,3,1
882,35,Research & Development,Laboratory Technician,Male,0,3902,3,1
883,35,Research & Development,Laboratory Technician,Female,0,2696,3,1
884,35,Sales,Sales Representative,Male,0,4968,3,1
885,26,Research & Development,Manufacturing Director,Female,0,4284,3,8
886,29,Research & Development,Research Scientist,Male,0,3143,3,7
887,35,Research & Development,Manufacturing Director,Male,0,4449,3,3
888,33,Sales,Sales Representative,Male,0,3452,3,3
889,49,IT,Research Scientist,Male,0,3420,3,4
890,27,Human Resources,Healthcare Representative,Female,0,6811,3,8
891,55,Research & Development,Healthcare Representative,Male,0,5399,3,4
892,27,Research & Development,Laboratory Technician,Male,0,2889,3,6
893,41,Research & Development,Research Scientist,Male,0,3291,3,1
894,36,Research & Development,Healthcare Representative,Female,0,6811,3,11
895,29,Research & Development,Laboratory Technician,Unknown,1,2741,3,7
896,32,Research & Development,Research Scientist,Female,0,2610,3,5
897,36,Research & Development,Manufacturing Director,Male,0,4014,3,2
898,28,Research & Development,Research Scientist,Male,0,2244,4,2
899,29,Research & Development,Laboratory Technician,Male,1,2093,3,1
901,26,Research & Development,Laboratory Technician,Female,0,3539,3,7
902,35,Sales,Sales Executive,Male,0,6385,3,10
903,35,Sales,Manufacturing Director,Female,0,13320,3,17
904,27,Research & Development,Laboratory Technician,Male,0,2559,3,8
905,38,Research & Development,Manufacturing Director,Female,0,10435,3,14
906,38,IT,Laboratory Technician,Male,0,3069,3,1
907,34,Research & Development,Research Scientist,Female,0,3491,3,15
908,45,Research & Development,Research Scientist,Male,0,4485,3,8
909,30,Sales,Sales Executive,Female,0,6179,3,9
910,36,Research & Development,Manufacturing Director,Female,0,10880,3,7
911,46,Sales,Sales Executive,Male,0,4187,3,2
912,28,Research & Development,Laboratory Technician,Male,0,2726,3,0
913,36,Research & Development,Manufacturing Director,Female,0,6162,3,10
914,24,Research & Development,Research Scientist,Male,0,4735,3,5
915,35,Research & Development,Laboratory Technician,Male,0,4249,3,5
916,29,Research & Development,Research Scientist,Female,1,2800,3,1
917,32,Human Resources,Sales Executive,Female,0,7457,3,9
919,60,Research & Development,Research Scientist,Male,0,3919,3,14
920,36,Research & Development,Research Scientist,Male,0,2226,3,5
921,31,Sales,Sales Executive,Female,0,7861,4,5
922,36,Sales,Sales Executive,Male,0,5131,3,4
923,29,Research & Development,Research Scientist,Male,0,2700,3,1
924,29,Research & Development,Manufacturing Director,Female,0,4298,3,5
925,51,Research & Development,Laboratory Technician,Female,0,4621,4,10
926,36,Research & Development,Laboratory Technician,Male,0,2339,4,10
927,32,Research & Development,Laboratory Technician,Male,0,3563,3,4
928,31,Research & Development,Research Scientist,Male,1,2083,3,2
929,33,Human Resources,Healthcare Representative,Female,0,4071,3,10
930,36,Research & Development,Laboratory Technician,Male,0,4013,3,10
931,33,Research & Development,Healthcare Representative,Male,1,5484,3,10
933,36,Sales,Sales Executive,Female,0,5175,3,5
934,38,Sales,Sales Executive,Female,0,1081,3,0
935,38,Research & Development,Healthcare Representative,Male,0,9756,4,2
936,30,Research & Development,Research Scientist,Male,0,2510,4,10
937,18,Unknown,Human Resources,Male,0,2319,3,1
938,33,Research & Development,Research Scientist,Female,0,4001,3,13
939,28,Research & Development,Research Scientist,Male,1,3646,3,3
940,38,Sales,Sales Executive,Female,1,8103,3,1
941,31,Research & Development,Laboratory Technician,Male,0,2367,3,5
942,47,Research & Development,Research Scientist,Male,0,2177,3,2
943,24,Research & Development,Laboratory Technician,Male,0,1274,4,1
944,35,Research & Development,Manufacturing Director,Male,0,5154,3,11
945,35,Research & Development,Manufacturing Director,Male,0,6804,3,3
946,53,Research & Development,Healthcare Representative,Male,0,4539,3,3
947,31,Research & Development,Research Scientist,Male,0,2700,3,11
948,35,Human Resources,Research Scientist,Female,1,3033,4,5
950,29,Research & Development,Laboratory Technician,Male,1,2088,3,1
951,32,Research & Development,Healthcare Representative,Male,0,7441,3,7
952,34,Human Resources,Research Scientist,Male,0,2436,3,4
953,38,Sales,Sales Executive,Male,0,4777,3,0
954,35,Research & Development,Research Scientist,Male,0,3838,3,2
955,32,Research & Development,Research Scientist,Male,0,4968,3,5
956,30,Research & Development,Manager,Male,0,11916,4,7
957,37,Research & Development,Laboratory Technician,Female,0,2045,3,1
958,33,IT,Human Resources,Female,0,7918,3,10
959,25,Research & Development,Laboratory Technician,Male,0,3978,3,2
960,45,Human Resources,Manufacturing Director,Unknown,0,6472,3,3
961,36,Research & Development,Manufacturing Director,Male,0,5228,3,15
962,32,Sales,Sales Executive,Female,0,7642,3,12
963,21,Human Resources,Laboratory Technician,Male,0,3838,3,5
964,38,Research & Development,Laboratory Technician,Male,0,2926,4,3
965,23,Research & Development,Research Scientist,Male,0,2455,3,2
966,24,Research & Development,Laboratory Technician,Female,1,2804,3,1
967,46,Research & Development,Laboratory Technician,Female,1,2720,3,4
968,28,Sales,Sales Representative,Male,0,2679,4,2
969,35,Research & Development,Laboratory Technician,Unknown,0,5993,3,8
970,45,Sales,Sales Executive,Female,0,8268,3,8
971,21,Human Resources,Sales Representative,Male,0,2966,3,2
972,43,Research & Development,Research Scientist,Male,0,2238,3,2
973,32,Research & Development,Research Scientist,Female,0,2380,3,1
974,45,Sales,Sales Executive,Female,0,7094,3,5
975,32,Human Resources,Sales Executive,Female,0,4787,3,2
976,38,Sales,Sales Executive,Male,0,6893,3,7
977,25,Research & Development,Laboratory Technician,Male,0,3867,3,4
978,51,Unknown,Research Scientist,Female,0,2743,3,3
979,29,Human Resources,Manufacturing Director,Female,0,4505,3,3
981,59,Research & Development,Laboratory Technician,Female,0,2370,3,2
982,28,Research & Development,Research Scientist,Female,0,2703,3,5
983,23,Research & Development,Laboratory Technician,Male,0,2935,3,1
985,36,Sales,Sales Executive,Male,0,8966,3,8
986,31,Sales,Sales Representative,Male,1,2232,3,1
987,52,Research & Development,Research Scientist,Female,0,5467,4,5
988,34,Sales,Sales Executive,Male,0,4103,3,5
989,33,Research & Development,Research Scientist,Female,0,3468,3,5
990,27,Research & Development,Research Scientist,Female,0,4364,3,6
992,25,Sales,Sales Executive,Male,0,5561,4,6
993,28,Research & Development,Research Scientist,Male,0,3931,3,3
994,41,Sales,Sales Executive,Female,0,6146,3,7
995,34,Research & Development,Research Scientist,Female,0,4621,3,5
996,28,Sales,Sales Representative,Male,0,2014,3,2
997,28,Research & Development,Research Scientist,Male,0,2859,3,5
998,36,Research & Development,Manufacturing Director,Female,0,10880,3,3
999,39,Research & Development,Healthcare Representative,Female,0,6142,4,10
1000,29,Research & Development,Healthcare Representative,Female,0,4591,3,11
1001,34,Research & Development,Research Scientist,Male,0,2782,3,1
1002,29,Research & Development,Healthcare Representative,Female,0,5769,3,10
1003,30,Sales,Sales Executive,Male,0,5206,3,10
1004,42,Research & Development,Laboratory Technician,Female,0,2093,3,1
1005,53,Research & Development,Healthcare Representative,Female,0,13503,3,4
1006,42,Human Resources,Sales Executive,Male,0,10482,4,22
1007,42,Research & Development,Research Scientist,Female,0,4317,3,1
1008,26,Research & Development,Manufacturing Director,Male,0,4663,3,7
1009,25,Research & Development,Laboratory Technician,Female,0,3983,3,4
1010,25,Research & Development,Research Scientist,Female,0,2061,3,5
1011,31,Research & Development,Research Scientist,Male,0,2387,3,3
1012,30,Research & Development,Manufacturing Director,Male,0,4877,3,5
1013,41,Research & Development,Laboratory Technician,Female,1,3838,3,10
1014,34,Research & Development,Manufacturing Director,Female,0,5768,3,5
1015,27,Research & Development,Laboratory Technician,Male,0,3204,4,5
1016,43,Research & Development,Laboratory Technician,Female,0,2835,3,3
1017,19,Sales,Sales Representative,Female,1,1475,3,1
1018,35,Sales,Sales Executive,Male,0,4668,3,3
1019,58,Research & Development,Manufacturing Director,Female,0,4777,3,5
1020,27,Sales,Sales Executive,Female,0,6538,3,5
1021,31,Sales,Sales Executive,Male,0,5855,4,5
1023,35,Research & Development,Healthcare Representative,Male,0,10453,3,4
1025,35,Sales,Sales Executive,Male,0,4558,3,10
1026,37,Sales,Sales Executive,Male,0,5674,3,6
1027,26,Research & Development,Laboratory Technician,Female,0,2274,3,2
1028,35,Research & Development,Research Scientist,Male,0,3346,3,2
1029,36,Sales,Sales Executive,Male,0,5673,3,15
1030,36,Research & Development,Healthcare Representative,Male,0,6712,3,9
1031,29,Research & Development,Research Scientist,Male,0,2911,3,2
1032,27,Research & Development,Manufacturing Director,Unknown,0,4969,3,8
1033,44,Research & Development,Research Scientist,Male,0,2559,3,2
1034,34,Sales,Sales Executive,Male,0,6125,3,9
1035,18,Research & Development,Laboratory Technician,Female,1,1569,4,0
1036,47,Research & Development,Laboratory Technician,Female,0,2127,3,1
1037,35,Research & Development,Research Scientist,Female,0,2387,4,3
1038,38,Research & Development,Laboratory Technician,Male,0,2307,3,10
